Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Amenities,Appliances,Links
Country House,Stone,72 sq.m.,1,3,1,Available,Not available,Major Renovation,200 sq.m.,8+,Yes,No,By Agreement,By Agreement,Lorri › Stepanavan,"5,000 ֏ daily",AMD,"The mansion is located in the village of Gargar, Luru marz, on the bank of the river, next to the Arboretum. It is newly built, all utilities are available.Hot and cold watergas stoverefrigeratorwifibathroom, 2 bedrooms with double beds, children's bed, dining room furniture can be opened (sleeps 4 people) The mansion also has a large yard. In the yard there is a pavilion (besetka) with its grate, a large swing and fir trees. The price varies depending on the number of persons and days#HangistLori# Arboretum#Stepanavan#Pine#Pollination#River #riverside#Arboretum_pollinationThe cost of 1 person - 5000 drams per dayThe minimum price of the house is AMD 20,000Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17316323
House,Stone,86 sq.m.,1,3,1,,,Cosmetic Renovation,,,,,,,Lorri › Stepanavan,"10,000 ֏ daily",AMD,"Օրավարձով է տրվում հարմարավետ առանձնատուն գեղատեսիլ Ստեփանավանում:Կոմունալ բոլոր հարմարություններով, գազաֆիկացված,Մշտական տաք և սառը ջուր,1 սանհանգույց սալիկապատված, 2 ննջասենյակ, հյուրասենյակ, սառնարան,գազօջախ, հեռուստացույց, մանղալ,:Բակում առկա է մեծ տաղավար, մանրամասների համարզանգահարել նշված հեռախոսահամարով:Նախատեսված է 8 անձի համար:Գինը նշված է մինչև 5 անձի համար, 5-ից ավել անձանց դեպքում ՝ գինը պայմանագրային։",Nov-24-2022_23-03,,,https://list.am/en/item/13910549
House,Wooden,65 sq.m.,1,4,1,,,Cosmetic Renovation,,,,,,,"Պուշկինի փողոց 9, Ստեփանավան","6,000 ֏ daily",AMD,"The cottage is for daily rent, starting from 6000 AMD. There is hot and cold water, it is gasified, it has all the communal facilities. Suitable for family vacation. There is a place to park a car and an open-air pavilion.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17915269
House,Stone,80 sq.m.,1,4,1,Available,Not available,Cosmetic Renovation,40 sq.m.,8+,Yes,Yes,Not included,Without prepayment,"Hakob Meghapart street, Stepanavan","15,000 ֏ daily",AMD,"A house is for daily rent in the center of Stepanavan, the house has 3 bedrooms, 1 living room and a kitchen. The house has all the communal facilities. The daily wage depends on the number of people.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17896029
Country House,Stone,290 sq.m.,2,5,1,,,Cosmetic Renovation,1600 sq.m.,,,,,,Lorri › Haghpat,"5,000 ֏ daily",AMD,"Մատչելի հանգիստ՝ Հաղպատի եկեղեցու անմիջական հարևանությամբ։ Ապահովված է հանգստը վայելելու համար անհրաժեշտ ամեն ինչով։ Մոտակայքում են Սանահինի, Օձունի, Ախթալայի, Քոբայրի վանքերը, Զարնի-Պարնի քարանձավը։ Պատրաս ենք ուղոդել կամ ուղեկցել։",Nov-24-2022_23-03,,,https://list.am/en/item/16329384
Country House,Stone,300 sq.m.,2,5,2,,,Cosmetic Renovation,1500 sq.m.,,,,,,Lorri › Haghpat,"5,000 ֏ daily",AMD,"Guest house with all its amenities in Haghpat village, right next to the church, a yard with green flowers with many areas for rest. 5000 AMD for breakfast.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/16324425
House,Stone,75 sq.m.,1,3,1,,,Euro Renovation,200 sq.m.,,,,,,Lorri › Haghpat,"30,000 ֏ daily",AMD,"House for daily rent in Haghpat village of Alaverdi city. The house has 2 bedrooms, 1 dining room, bathroom, kitchen, dishes, hot and cold water. It has a yard, a barbecue, a garden and a swimming poolTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/16499320
House,Stone,130 sq.m.,2,4,1,,,Euro Renovation,400 sq.m.,,,,,,Lorri › Vanadzor,"20,000 ֏ daily",AMD,"Сдается дом посуточно в Ванадзоре, 4-х комнатный дом расположен в районе памятников, в доме есть все коммунальные удобства, во дворе уютная беседка, красивый сад, есть ванная комната снаружи.Дом сдается только семьям, дом не сдается на одни сутки, при долгосрочной аренде возможен торг.Տրվում է օրավարձով տուն Վանաձոր քաղաքում, 4սենյականոց տունը գտնվում է հուշարձան թաղամասում, հարմար է կոլեկտիվ խնջույքների, տունը ունի կոմունալ բոլոր հարմարությունները, բակում կա հարմարավետ տաղավար, նմանը չունեցող վարդերի պարտեզ, դրսում կա նաև սանհանգույց:Տունը տրվում է միայն ընտանիքների, տունը չի տրվում մեկ օրով, երկարաժամկետ վարձակալության դեպքում սակարկելի։",Nov-24-2022_23-03,,,https://list.am/en/item/17174713
Country House,Stone,200 sq.m.,1,3,1,,,Euro Renovation,,,,,,,Lorri › Kurtan,"15,000 ֏ daily",AMD,Ideal place for complete rest.Price according to the number of days. Accommodation for 8 peopleTranslated from Armenian,Nov-24-2022_23-03,,,https://list.am/en/item/17953683
Country House,Stone,95 sq.m.,2,2,1,Available,1 spot,Cosmetic Renovation,450 sq.m.,5,Yes,No,Included,By Agreement,Lorri › Stepanavan,"25,000 ֏ daily",AMD,"A detached house is for rent in Stepanavanconstant gas, hot and cold waterthe private house is heated with a gas stoveThere is also a wood burning stovefurniture, appliancesthe bathroom is tiledcar parkinggrillCheck-in from 15:00, check-out at 12:00(price varies depending on the number of days)Private house for rent in StepanavanePermanent gas, hot and cold waterThe house is heated with a gas stovefurnituretechniqueparking lotbarbecueTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17619012
Country House,Stone,1500 sq.m.,1,4,1,,,Major Renovation,1000 sq.m.,,,,,,Lorri › Stepanavan,"35,000 ֏ daily",AMD,"Օրավարձով 3 ննջարանով առանձնատուն Ստեփանավանում3 ննջարանտաք/սառը ջուրբնական գազանհատական ջեռուցման համակարգկահույք տեխնիկասպասք անկողնային պարագաներարդուր վարսահարդարիչ50-60անձի հարմարություն7-10 գիշերակացով20 անձի սպասք140կմ Երևանից2-2,5 ժամԳԻՆԸ ՓՈՓՈԽԱԿԱՆ ԿԱԽՎԱԾ ՕՐԵՐԻ ԱՆՁԵՐԻ ՔԱՆԱԿԻՑ։Կոդ A-007",Nov-24-2022_23-03,,,https://list.am/en/item/15452391
House,Stone,140 sq.m.,1,3,1,,,Cosmetic Renovation,,,,,,,"Egishe Charents street, Stepanavan","10,000 ֏ daily",AMD,Own house for rent in Stepanavan with all amenitiesTranslated from Armenian,Nov-24-2022_23-03,,,https://list.am/en/item/18061887
House,Stone,90 sq.m.,2,2,1,Available,1 spot,Euro Renovation,1000 sq.m.,4,Yes,Yes,Not included,2 months,"Ֆիդայիների փողոց 31, Վանաձոր","150,000 ֏ monthly",AMD,"31 Fidainer Street, VanadzorTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17693681
Country House,Stone,100 sq.m.,2,3,2,,,Euro Renovation,400 sq.m.,7,Yes,No,Not included,By Agreement,"Բաղրամյան փողոց 110, Ստեփանավան","15,000 ֏ daily",AMD,"Ունի կոմունալ բոլոր հարմարությունները... (լույս, գազ, ջուր)",Nov-24-2022_23-03,,,https://list.am/en/item/11461413
House,Stone,120 sq.m.,1,4,1,,,Major Renovation,1000 sq.m.,,,,,,Lorri › Kurtan,"15,000 ֏ daily",AMD,"The private house is located in Kurtan village of Lori region. The house is fully renovated, has all the communal facilities.The Hnevank monastery complex is located in the village. The village is located 8 km away from Stepanavan Dendropark.For more information call.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17937400
Country House,Stone,100 sq.m.,1,4,1,,,Designer Renovation,800 sq.m.,,,,,,Lorri › Dsegh,"40,000 ֏ daily",AMD,"Tumanyans Guest House has prepared a new surprise for its guests. From now on, you can enjoy the Japanese furako sauna in our guest house and get new and unforgettable impressions.The guest house is located next to Hovhannes Tumanyan's house-museum. Up to 7 adults can stay overnight in our guesthouse, we also offer dishes prepared by a skilled chef, ensuring your complete rest.We are waiting for you with love.Guest house hyuratun Dsegh DseghTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/16448196
Country House,Stone,100 sq.m.,2,2,1,,,Euro Renovation,600 sq.m.,,,,,,Lorri › Stepanavan,"15,000 ֏ daily",AMD,"The house is located at 22 Nar Dos, Stepanav, in the central part of the city, has a very nice yard, a small waterfall, a pavilion next to the house, which is very convenient for having breakfast in the fresh air, in the yard of the house there is also""There is an opportunity to park the car, a play area for children, he also has a house. ""Very nice garden, canRest for 6 to 12 people at once, the price will increase for more than 6 peopleTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17734334
Country House,Stone,500 sq.m.,1,4,1,Available,3 or more spots,Euro Renovation,400 sq.m.,8+,Yes,Yes,Included,By Agreement,Lorri › Stepanavan,"35,000 ֏ daily",AMD,"3 ննջարանտաք/սառը ջուրբնական գազանհատական ջեռուցման համակարգկահույք տեխնիկասպասք անկողնային պարագաներարդուր վարսահարդարիչ50-60անձի հարմարություն7-10 գիշերակացով20 անձի սպասք140կմ Երևանից2-2,5 ժամԳԻՆԸ ՓՈՓՈԽԱԿԱՆ ԿԱԽՎԱԾ ՕՐԵՐԻ ԱՆՁԵՐԻ ՔԱՆԱԿԻՑ։Կոդ A-007",Nov-24-2022_23-03,,,https://list.am/en/item/15418176
House,Stone,150 sq.m.,3,4,2,,,Major Renovation,,,,,,,Lorri › Stepanavan,"30,000 ֏ daily",AMD,"Տրվում է վարձակալության քարե տուն Ստեփանավանում։ Կապիտալ վերանորոգված է, 4 սենյակ, 2 սանհանգույց։ Կենդանիներով վարձառուներ չենք ընդունում։ Ընդունվում է ամենաշատը 13 հոգի։Каменный дом в Степанаване, 4 комнаты, 2 ванные, капитальный ремонт. Только 2ой этаж дома в вашем распоряжении, принимаются максимум 10 человек.",Nov-24-2022_23-03,,,https://list.am/en/item/17665257
Country House,Stone,100 sq.m.,1,2,1,,,Euro Renovation,600 sq.m.,,,,,,"Ավետիք Իսահակյան փողոցի 2-րդ նրբանցք 1, Ստեփանավան","10,000 ֏ daily",AMD,"A guest house is for daily rent in Stepanavan. It is close to the forest, the alley, a 2-minute walk. Up to 2 people per day 10000 AMD. 4 people 15000 AMD. 6 people 20,000 drams. Kitchen with its dishes, stove, refrigerator, washing machine, TV, barbecue, constant hot and cold water.Translated from Armenian",Nov-24-2022_23-04,,,https://list.am/en/item/17825701
House,Stone,50 sq.m.,1,2,1,Available,Not available,Cosmetic Renovation,,3,Yes,Yes,Not included,1 month,"Dprotsi street, Vanadzor","50,000 ֏ monthly",AMD,"Own house in the center of Vanadzor city. It is a renovated, sunny and warm house with constant hot and cold water, all utilities, property. Electric heating. The bathroom is inside, renovated. It is also given to small families.Translated from Armenian",Nov-24-2022_23-04,,,https://list.am/en/item/18200239
Country House,Stone,110 sq.m.,2,4,1,,,Major Renovation,,,,,,,Lorri › Stepanavan,"60,000 ֏ daily",AMD,Code 0199A two-story private house in Lori is available for daily rent.The mansion has:Three bedroomsOne living roomBathroom-tubKitchenInternetPool with barbecue in the yardMaximum: 8-9 people.Entrance: 13:00Departure: 12:00Translated from Armenian,Nov-24-2022_23-04,,,https://list.am/en/item/18189573
Townhouse,Stone,150 sq.m.,2,5,3+,,,Major Renovation,600 sq.m.,,,,,,Lorri › Vanadzor,"100,000 ֏ daily",AMD,"We offer you to spend your blissful vacation at the Guest House in Tezh Leran Valley.All utilities and household facilities are available, it is renovated in a designer style. All rooms have a bathroom. In the yard there is a pavilion for 25-30 people with a fireplace and a kitchen. You can hold both your summer and winter corporate events here.There is also a sauna.The cost of renting the whole house is AMD 100,000.The cost of renting the booth alone is AMD 40,000.The cost of renting one room is AMD 30,000.The cost of renting two rooms: AMD 50,000.The cost of renting three rooms: AMD 70,000.The monthly rental price is AMD 1,000,000.For details, call the indicated phone number.Translated from Armenian",Nov-24-2022_23-04,,,https://list.am/en/item/17193757
House,Stone,80 sq.m.,3,2,1,,,Euro Renovation,200 sq.m.,4,No,No,Not included,2 months,"Լանջային փողոց 36, Վանաձոր","150,000 ֏ monthly",AMD,"It has an open balcony, plot of landTranslated from Armenian",Nov-24-2022_23-04,,,https://list.am/en/item/18167436
House,Stone,48 sq.m.,1,3,1,,,Euro Renovation,1000 sq.m.,6,Yes,No,Included,By Agreement,Lorri › Gyulagarak,"30,000 ֏ daily",AMD,"Guest house in Lorva's unworldly nature in the village of Gyulagarak. The guest house has 2 comfortable bedrooms, living room, bathroom, kitchen, open balcony, barbecue, spacious yard. It is located 2 km from the Arboretum. 6 people can organize their unforgettable vacation in the guest house. Orders are accepted. Beforehand.On the Facebook social page, we are registered as Gyulagarak Guest house or Gyulagarak guest house.Translated from Armenian",Nov-24-2022_23-04,,,https://list.am/en/item/16147079
House,Stone,70 sq.m.,2,2,1,,,Euro Renovation,,,,,,,Lorri › Stepanavan,"20,000 ֏ daily",AMD,"Օրավարձով տրվում է սեփական տուն Լոռու մարզի Ստեփանավան քաղաքում։ Տունն ունի բոլոր հարմարությունները՝ տաք և սառը ջուր, համացանց, BAXI ջեռուցման համակարգ։Տան բակում առկա է նաև ժամանակակից տաղավար՝ իր բոլոր հարմարություններով (մանղալ, թոնիր, մշտական ջուր, կահույք) ։1 օրվա արժեքը 20 000 դրամ է։Վաճառվում է նաև AUDI Q7, 2011 թ․։ Հայտարարությունն այս հղումով՝ /item/14180091",Nov-24-2022_23-04,,,https://list.am/en/item/14180091
House,Stone,100 sq.m.,2,3,1,Available,1 spot,Major Renovation,400 sq.m.,6,Yes,No,Not included,By Agreement,"Նանսենի փողոց 45, Ստեփանավան","14,000 ֏ daily",AMD,"Private house is for daily rent at 45 Nansen Street, Stepanavan. The house is located very close to the pine forest, a 5-minute walk away. The house is fully renovated, there are 3 rooms, kitchen and bathroom; The house has a green yard.Translated from Armenian",Nov-24-2022_23-04,,,https://list.am/en/item/17778730
