Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,New Construction,Elevator,Ceiling Height,Floor,Balcony,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Furniture,Garage,Amenities,Appliances,Links
House,Stone,110 sq.m.,1,3,2,Euro Renovation,450 sq.m.,"Lazo street, Գյումրի","13,000 ֏ daily",AMD,"A one-story stone house with two separate entrances is for daily rent, which has large and spacious portions, designed for 6 and 3 people respectively.The large part has 2 bedrooms, living room, kitchen and bathroom.The small unit consists of 1 bedroom, kitchen and living room together and a bathroomThe house is provided with constant water supply, constant gas supply with hot and cold water.The house is heated with BAXI system, free WI-FIThe mansion has a spacious yard with a parking space, a bisetka for barbecues.3 people costs 13000 4 people costs 25000 6 people 30000Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/15039871
House,Stone,45 sq.m.,1,2,1,Designer Renovation,,"Մազմանյան փողոց 81, Գյումրի","25,000 ֏ daily",AMD,"The guest house was built in 1903, completely renovated and furnished in 2019 in line with the color of old Gyumri. A unique environment has been created to take the breath of old Gyumri insatiably. There are all the necessary conditions to promote family warmth.The guest house is designed for up to 4 people.Cost of one day ․25,000 AMD for 1-2 people30,000 AMD for 3-4 people.The old Gyumri guest house is located in the center of Gyumri, very close to the main sights, in particular.940 m to Vardanants Square, 8 minutes on footTo the newly renovated Rustaveli Street, 330 m, 3 minutes on footTo Avetik Isahakyan House-Museum, 610 m, 5 minutes walkTo Hovhannes Shiraz House Museum, 720 m, 6 minutes walkTo Mher Mkrtchyan's house-museum, 600 m, 5 minutes on foot.Many shops, restaurants and cafes are nearby.We look forward to it!Visit and you will not regret:)Q. Gyumri, Mazmanyan 81/1Modern comfort in the XIX century building!Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/17996230
House,Stone,141 sq.m.,1,5,3+,Designer Renovation,60 sq.m.,"Սպանդարյան փողոց 101, Գյումրի","800,000 ֏ monthly",AMD,"Renovated designer style detached house. 2 bathrooms, jacuzzi, separate bath. 3 bedrooms. Also has a large basement. Heated floor and roof.Translated from Armenian",Nov-24-2022_23-04,,,,,,6,Yes,No,Not included,2 months,,Not available,,,https://list.am/en/item/18175180
House,Stone,75 sq.m.,1,3,1,Designer Renovation,30 sq.m.,"Tigran Mets Avenue 30, Gyumri","20,000 ֏ daily",AMD,"Տունը նախատեսված է 4-5 հոգու համար: Կապիտալ վերանորոգված, բնակեցված չէ: ՈՒնի բոլոր հարմարություները՝ WIFI, smart TV փոքր բակ մանգալСдается 3-х комнатный гостевой дом в городе Гюмри близко к центру, посуточно. Дом капитально отремонтирован и полностью нежилой.В доме есть все необходимое для полноценного отдыха.Постоянная холодная и тёплая вода,Безлимитный высокоскоростной Wi-Fi.Есть холодильник, газовая плита, стиральная машина, микроволновая печь, телевизор.Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/18111321
House,Stone,100 sq.m.,2,3,2,Major Renovation,100 sq.m.,"Ստեփան Շահումյանի փողոց 117, Գյումրի","7,000 ֏ daily",AMD,"The cost of 1 person is 7000 AMD.The cost of 2 persons is 12,000 AMD.The price for 3 persons is 15,000 AMD.The guest house will cost 35,000 AMD for 1 day for 7 people.Balun guest house is located in the city center at address: Near Varpetats 117 square. There are churches, museums, grocery stores, pharmacies, currency exchange, entertainment places, cafes, restaurants, parks, avenues, and other attractions in the area.*permanent hot / cold water*Heating System* washing machine* gas stove*refrigerator*dishes* Wi-Fi*television*hair dryer*ironTowels, slippers, bathrobes, toothbrush and toothpaste, body gel soap and shampoo, coffee and tea free of charge.Check-in at 12:00 or at any time (by prior agreement)Check-out 12:00 or until 15:00 (by prior agreement)Translated from Armenian",Nov-24-2022_23-04,,,,,,7,Yes,Yes,Included,By Agreement,Available,Not available,"TElevision, internet","FRidge, stove, coffee maker, washing machine, water heater, iron, hair dryer",https://list.am/en/item/14645216
House,Stone,40 sq.m.,1,1,1,Designer Renovation,,"Улица Михаила Салтыкова-Щедрина 1/1А, Гюмри","14,000 ֏ daily",AMD,"A completely newly renovated, uninhabited, furnished 1-room apartment with all utilities (internet, cable TV) is for daily rent in the center of Gyumri city.Translated from Armenian",Nov-24-2022_23-04,,,,,,3,Yes,No,Included,By Agreement,,,,,https://list.am/en/item/17480202
House,Stone,62 sq.m.,1,2,1,Cosmetic Renovation,,"Գոգունցի փողոց 10, Գյումրի","70,000 ֏ monthly",AMD,"2 rooms for rent in a comfortable apartment, it has all utilities, hot and cold water, it is furnished.For more detailed information, please call the indicated phone number.Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/18099747
House,Stone,250 sq.m.,2,4,2,Designer Renovation,80 sq.m.,"Улица Исаакяна 98, Гюмри","50,000 ֏ daily",AMD,"Частный дом расположен в центе г. Гюмри со всеми удобствами. 2 этажа, 2 санузла, игровая комната, настольные теннис, очень удобный и красивый двор во дворе есть мангал. Дом очень удобно для полноценного отдыха. Сдаётся как посуточно так и на длительный срок. Гостевой дом, Апартамент. Հյուրատուն օրավարձով: Цена зависит от числа гостей",Nov-24-2022_23-04,,,,,,6,Yes,No,Included,By Agreement,Available,Not available,,,https://list.am/en/item/16325262
House,Stone,400 sq.m.,1,2,1,Cosmetic Renovation,280 sq.m.,"Եսայան փողոց 31Դ, Գյումրի","15,000 ֏ daily",AMD,"Own house in Gyumri is for daily rent. The house has 2 bedrooms, 1 bathroom, 1 living room. It is equipped with utilities, constant hot and cold water. It has a beautiful yard. In the yard there is a barbecue (for 20 people), a garden, a swing.Come and enjoy your stay)Translated from Armenian",Nov-24-2022_23-04,,,,,,4,Yes,Yes,Included,Without prepayment,,,,,https://list.am/en/item/18124870
House,Stone,45 sq.m.,1,1,1,Major Renovation,43 sq.m.,"Furmanov street, Gyumri","12,000 ֏ daily",AMD,"House for daily rent in the center of the city with all amenities. Renovated hot and cold, there are necessary utensils in the kitchenTranslated from Armenian",Nov-24-2022_23-04,,,,,,5,Yes,Yes,By Agreement,Without prepayment,Available,Not available,,,https://list.am/en/item/17680056
House,Stone,40 sq.m.,1,1,1,Major Renovation,,"Улица Сундукяна 101Б, Гюмри","15,000 ֏ daily",AMD,"1 комнатный ка енный дом с новым евроремонтом, с новой мебелью,со санузлом, в центре города, для 2-3 человекаАдрес. Гюмри, Улица Сундукяна 109 в центре",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/18043276
House,Stone,100 sq.m.,2,2,1,Major Renovation,,"Japaridze street, Gyumri","180,000 ֏ monthly",AMD,"Վարձով է տրվում տուն՝Գյումրու կենտրոնում: Տունը կապիտալ վերանորոգված է, տեղադրված են եվրո պատուհաններ և միջսենյակային փայտյա դռներ: Տունն ապահովված է շուրջօրյա ջրամատակարարմամբ և գազամատակարարմամբ։Տունը նախատեսված է 4-5 անձի համար։Տունն ունի խոհանոց ՝իր բոլոր հարմարություններով, լոգարան և լոգասենյակ։В Гюмри сдаётся в долгосрочную аренду собственный, двухэтажный дом. -Дом надходится в центре города. В шаговой доступности все достопримечательности города, кафе, магазины, объекты культурного наследия. В доме размещается 5-6 человек, 2 спальни, кухня, душевая -туалет-холодильник, стиральная машина, вай-фай, парковка, все удобства для достойного отдыха!",Nov-24-2022_23-04,,,,,,4,Yes,No,Not included,1 month,,,,,https://list.am/en/item/18000941
House,Stone,75 sq.m.,1,3,1,Major Renovation,75 sq.m.,"Մանուշյան փողոց 7/8, Գյումրի","10,000 ֏ daily",AMD,"Երկարաժամկետ և օրավարձով է տրվում առանձնատուն որը գտնվում է քաղաքի կենտրոնում Շառլ Ազնավուրի հրապարակի հարևանությամբԱպահովված է կոմունալ բոլոր հարմարություններով։ գազաֆիկացված է, առկա է գերարագ ինտերնետ։Բակում կա ավտոմեքենայի կայանատեղի, ավտոտնակ և մանղալՄինչև Վարդանանց Հրապարակ 15 րոպեՏունը նախատեսված է մինչև 6 անձի համարԿախված օրերի քանակից գործում են զեղչերՆախատեսված է 6 անձի համար`1 անձի արժեքը 10000դրամ2 անձի արժեքը 20000դրամ3 անձի արժեքը 20000դրամ4 անձի արժեքը 25000դրամ5-6 անձի արժեքը 30000դրամԱմսավճարի դեպքում 350.000դրամ կոմունալ վճարումները ներառյալСдается частный дом посуточно и на длительный срок в центре города около площади Шарла Азнавура.Обеспечен всеми коммунальными удобствами. Газифицирован, есть высокоскоростной интернет,Во дворе есть парковка, гараж для машины и мангалпешком до Площадь Вардананц 15 минутДом рассчитан на проживание до 6 человек,Возможны скидки в зависимости от количества днейA private house is for daily rent in the center of the city near to square of Sharl AznavourIt is provided with all the communal amenities. It is gasified, there is high-speed internet.There is a parking lot in the yardOn foot to Vardanants Square 15 minutesThe house is designed for up to 6 peopleDiscounts are available depending on the number of days",Nov-24-2022_23-04,,,,,,8+,Yes,No,Not included,By Agreement,Available,3 or more spots,,,https://list.am/en/item/17869388
